"","id_no","Range_size","binomial"
"7670","23053",12646664688166.1,"Vulpes rueppellii"
"7671","23059",1550929758835.2,"Vulpes velox"
"7673","23060",2126479341282.54,"Vulpes chama"
"7674","23061",2231673734343.59,"Vulpes ferrilata"
"7675","23062",72402482931127.2,"Vulpes vulpes"
"7691","23076",694703086392.326,"Wiedomys pyrrhorhinos"
"7692","23077",120190892170.204,"Wilfredomys oenax"
"7694","23078",437720506225.326,"Juliomys pictipes"
"7695","23091",82875635320.6449,"Wyulda squamicaudata"
"7698","23115",4750573141.85635,"Xenomys nelsoni"
"7699","23137",591364480788.43,"Xenuromys barbatus"
"7700","23141",12793233219.1969,"Xeromys myoides"
"7705","23144",8816274077156.35,"Xerus erythropus"
"7706","23145",1515178635815.89,"Xerus inauris"
"7707","23146",238199937940.176,"Xerus princeps"
"7708","23147",2086690934484.63,"Xerus rutilus"
"7710","23179",91613591471.514,"Zaglossus bruijnii"
"7712","23192",162624786037.581,"Zapus trinotatus"
"7713","23196",674859921043.381,"Zelotomys woosnami"
"7714","23197",3051592675960.9,"Zelotomys hildegardeae"
"7715","23204",280311118163.55,"Zenkerella insignis"
"7717","23321",1694720068667.91,"Zygodontomys brevicauda"
"7718","23322",75737700580.9114,"Zygodontomys brunneus"
"7719","23323",612879711.846793,"Zygogeomys trichopus"
"7720","23324",7110095771.05446,"Zyzomys pedunculatus"
"7721","23325",1188571347287.68,"Zyzomys argurus"
"7733","23326",21158545310.5801,"Zyzomys maini"
"7734","23327",2582429602.57045,"Zyzomys palatalis"
"7735","23328",35599280502.2105,"Zyzomys woodwardi"
"7750","2353",3544244605861.56,"Atherurus africanus"
"7751","2354",2672201501880.77,"Atherurus macrourus"
"7752","2358",303645312842.921,"Atlantoxerus getulus"
"7754","2395",210614074624.697,"Auliscomys boliviensis"
"7755","2396",447652864569.539,"Loxodontomys micropus"
"7756","2397",309598290802.606,"Auliscomys pictus"
"7757","2398",393512532465.639,"Auliscomys sublimis"
"7758","2434",50685721092.2511,"Avahi laniger"
"7759","2435",3056537163.09369,"Avahi occidentalis"
"7761","2446",1345322315.8555,"Axis calamianensis"
"7765","2447",63797794.8471071,"Axis kuhlii"
"7766","2461",13191944832.8565,"Babyrousa babyrussa"
"7770","2465",450251280630.735,"Baiomys musculus"
"7771","2466",1275181161349.7,"Baiomys taylori"
"7772","2531",2841697769.08418,"Balantiopteryx infusca"
"7773","2532",170568448815.065,"Balantiopteryx io"
"7774","2533",825040693043.906,"Balantiopteryx plicata"
"7775","2538",570366136782.227,"Balionycteris maculata"
"7780","2540",4165485346709.88,"Bandicota bengalensis"
"7782","2541",5516458266996.14,"Bandicota indica"
"7786","2542",866576941380.816,"Bandicota savilei"
"7788","2553",3807912869406.55,"Barbastella barbastellus"
"7801","2613",622177525495.869,"Bassariscus sumichrasti"
"7802","2619",12034837216.3402,"Bathyergus janetta"
"7803","2620",44075955184.9813,"Bathyergus suillus"
"7804","263",4017285726837.86,"Acomys cahirinus"
"7805","264",17625137.015363,"Acomys cilicicus"
"7806","2642",453870989.83561,"Batomys dentatus"
"7807","2643",16015508816.4987,"Batomys salomonseni"
"7811","265",1049545703683.92,"Acomys cineraceus"
"7812","266",105257336315.252,"Acomys ignitus"
"7813","267",569643251882.304,"Acomys kempi"
"7814","2675",63953372734.9479,"Bdeogale jacksoni"
"7815","2676",337356588740.822,"Beamys hindei"
"7816","268",688440046244.099,"Acomys louisae"
"7817","269",8344718601.38945,"Acomys minous"
"7818","270",160420649751.978,"Acomys mullah"
"7819","271",9272654888.49817,"Acomys nesiotes"
"7820","272",222958227225.518,"Acomys percivali"
"7821","273",702023859226.831,"Acomys russatus"
"7822","275",94357461496.5138,"Acomys subspinosus"
"7823","2756",525685017542.505,"Belomys pearsonii"
"7826","276",1372812729820.59,"Acomys wilsoni"
"7827","2767",660824556802.077,"Berylmys berdmorei"
"7828","2768",2558280015044.3,"Berylmys bowersi"
"7829","2769",101468474390.153,"Berylmys mackenziei"
"7830","2770",214051413257.255,"Berylmys manipulus"
"7831","278",31935754233.844,"Aconaemys fuscus"
"7832","2783",29087370432.7316,"Bettongia gaimardi"
"7834","2784",979816156.875623,"Bettongia lesueur"
"7842","2785",4058272731.92049,"Bettongia penicillata"
"7843","2787",396783011.507952,"Bettongia tropica"
"7845","279",40513557438.3435,"Aconaemys sagei"
"7846","27926",734429769216.221,"Atelerix algirus"
"7853","2801",27946863633.0707,"Bibimys chacoensis"
"7854","2802",361277465391.396,"Bibimys labiosus"
"7855","2803",4381425537.28453,"Bibimys torresi"
"7856","2814",5715170539.0763,"Bison bonasus"
"7857","2815",140673066639.651,"Bison bison"
"7859","2816",3760597430.7558,"Biswamoyopterus biswasi"
"7860","2823",409814545912.377,"Blanfordimys afghanus"
"7861","2824",116187748885.845,"Blanfordimys bucharensis"
"7862","2825",114891805933.868,"Blarinella wardi"
"7863","2827",436615542615.736,"Blarinomys breviceps"
"7864","2828",4234153348939.04,"Blastocerus dichotomus"
"7866","2857",164451097896.913,"Necromys amoenus"
"7867","2858",163777506811.78,"Necromys lactens"
"7868","2859",5616546962052.99,"Necromys lasiurus"
"7869","2860",31830216105.2818,"Necromys obscurus"
"7870","2861",77905362303.9139,"Necromys punctulatus"
"7872","2862",104148489082.268,"Necromys temchuki"
"7873","2888",183622668006.684,"Bos javanicus"
"7881","2890",35805823116.7725,"Bos sauveli"
"7882","2891",1370086930199.76,"Bos gaurus"
"7884","2892",469488306317.26,"Bos mutus"
"7885","2893",2289610038464.82,"Boselaphus tragocamelus"
"7886","29401",2652409618.31274,"Hylaeamys tatei"
"7887","29402",240656618506.651,"Euryoryzomys emmonsae"
"7888","29403",5971593792629.75,"Hylaeamys megacephalus"
"7889","29404",173831702995.772,"Hylaeamys laticeps"
"7890","29405",1009408819996.76,"Euryoryzomys russatus"
"7891","29418",530369854215.832,"Oligoryzomys stramineus"
"7892","29420",33435143971.6808,"Myotis csorbai"
"7893","29434",51059210092.4726,"Loxodontomys pikumche"
"7894","29458",481931310.450546,"Crunomys suncoides"
"7895","29459",3298950418.9128,"Soricomys musseri"
"7896","29460",60596301195.9681,"Eliurus grandidieri"
"7897","29461",1144089706.23939,"Voalavo gymnocaudus"
"7898","29462",759563777.427887,"Microgale monticola"
"7899","29463",277424044054.664,"Proechimys echinothrix"
"7900","29464",86615213659.8573,"Proechimys kulinae"
"7901","29465",157595734262.494,"Proechimys pattoni"
"7902","29466",696523258758.125,"Proechimys gardneri"
"7903","29473",3316801123.81628,"Pteralopex taki"
"7906","29484",31567201.5888073,"Myotis yanbarensis"
"7909","29485",1084572364.9805,"Murina ryukyuana"
"7912","2957",861748035233.569,"Brachiones przewalskii"
"7913","29606",164023960361.599,"Histiotus humboldti"
"7914","29607",399780307680.525,"Lasiurus atratus"
"7915","29619",10958435227958.1,"Mazama americana"
"7916","29620",5746718051004.67,"Mazama gouazoubira"
"7918","29621",447853259075.958,"Mazama nana"
"7920","29622",146873166881.428,"Mazama pandora"
"7921","2963",480341783893.581,"Brachylagus idahoensis"
"7923","29650",3809039021647.4,"Erinaceus europaeus"
"7925","29651",3927864375186.95,"Crocidura leucodon"
"7926","29652",1926182437568.42,"Crocidura russula"
"7928","29654",280073570156.632,"Crocidura serezkyensis"
"7929","29655",26033946149.1148,"Crocidura sicula"
"7932","29656",12634490944283.5,"Crocidura suaveolens"
"7935","29657",3282589309075.98,"Neomys anomalus"
"7936","29658",13089593865502.5,"Neomys fodiens"
"7937","29659",252150272550.169,"Neomys teres"
"7938","29660",490543310097.376,"Sorex alpinus"
"7939","29661",13236507592437.1,"Sorex araneus"
"7940","29662",17639608880403.4,"Sorex caecutiens"
"7944","29663",884132191656.599,"Sorex coronatus"
"7945","29664",69946848488.1047,"Sorex granarius"
"7946","29665",12216308246543.3,"Sorex isodon"
"7947","29666",17482672656903.4,"Sorex minutissimus"
"7948","29667",14288913384310.8,"Sorex minutus"
"7950","29668",245664417905.879,"Sorex raddei"
"7951","29670",434037433090.739,"Sorex volnuchini"
"7952","29672",12454414226912.1,"Martes foina"
"7956","29673",9801580611807.79,"Meles meles"
"7962","29674",41483552183476.6,"Mustela erminea"
"7992","29679",13299480143036.2,"Mustela eversmanii"
"7993","29680",7929463864034.46,"Vormela peregusna"
"7994","29684",1689209171224.09,"Ovibos moschatus"
"8018","29730",4071364748928.28,"Rousettus aegyptiacus"
"8025","29742",18784272161996.6,"Rangifer tarandus"
"8041","2982",14907703997.0233,"Brachyphylla cavernarum"
"8058","2983",195038675407.219,"Brachyphylla nana"
"8065","2991",64739799346.8709,"Brachytarsomys albicauda"
"8066","2993",86274540596.5034,"Brachyteles arachnoides"
"8067","2994",96658196419.7892,"Brachyteles hypoxanthus"
"8068","2997",42770178036.8602,"Brachyuromys betsileoensis"
"8069","2998",68444560428.1826,"Brachyuromys ramirohitra"
"8070","30208",395523694509.825,"Damaliscus pygargus"
"8072","3036",75451450929.2281,"Bradypus torquatus"
"8073","3037",1042617963426.73,"Bradypus tridactylus"
"8074","3038",9792570608698.21,"Bradypus variegatus"
"8075","3126",107246616050.754,"Bubalus depressicornis"
"8078","3127",98748531.895816,"Bubalus mindorensis"
"8080","3128",70025755616.3257,"Bubalus quarlesi"
"8082","3129",13690352427.777,"Bubalus arnee"
"8084","3160",440421397238.301,"Budorcas taxicolor"
"8087","3322",118864049421.681,"Bullimus bagobus"
"8096","3323",38308973146.5556,"Bullimus luzonicus"
"8097","3326",78511544238.0469,"Bunolagus monticularis"
"8098","3327",117011327571.489,"Bunomys andrewsi"
"8100","3328",169337754275.056,"Bunomys chrysocomus"
"8101","3329",133476761.131675,"Bunomys coelestis"
"8102","3330",7086728598.69541,"Bunomys fratrorum"
"8103","3332",20441947984.6694,"Bunomys penitus"
"8104","3333",782224262.869859,"Bunomys prolatus"
"8105","3339",1197791204.46926,"Burramys parvus"
"8106","3416",182017375657.547,"Cacajao calvus"
"8110","3519",115455283625.974,"Calcochloris obtusirostris"
"8111","3549",122427098819.672,"Callicebus dubius"
"8112","3553",9106743744.74773,"Callicebus oenanthe"
"8113","3554",677033682.907954,"Callicebus olallae"
"8114","3555",142975120794.092,"Callicebus personatus"
"8115","3564",602353154809.844,"Callimico goeldii"
"8116","3570",159614292482.397,"Callithrix aurita"
"8117","3571",24732630323.5949,"Callithrix flaviceps"
"8118","3572",124967929578.051,"Callithrix geoffroyi"
"8119","3575",45701672997.158,"Callithrix kuhlii"
"8120","3591",97681778313.5321,"Callosciurus adamsi"
"8121","3592",58797858779.236,"Callosciurus albescens"
"8122","3593",51137125015.0734,"Callosciurus baluensis"
"8123","3594",650673880207.807,"Callosciurus caniceps"
"8126","3595",4042789110530.89,"Callosciurus erythraeus"
"8128","3596",730177673116.977,"Callosciurus finlaysonii"
"8132","3597",309660675759.192,"Callosciurus inornatus"
"8133","3598",6004448923.13762,"Callosciurus melanogaster"
"8134","3599",708578846460.681,"Callosciurus nigrovittatus"
"8139","3600",1496326217497.53,"Callosciurus notatus"
"8141","3601",50506521068.8691,"Callosciurus orestes"
"8142","3602",153735307717.472,"Callosciurus phayrei"
"8143","3603",1334755190565.84,"Callosciurus prevostii"
"8158","3604",587628247004.299,"Callosciurus pygerythrus"
"8159","3605",40860997228.6188,"Callosciurus quinquestriatus"
"8160","3609",129662074448.354,"Calomys boliviae"
"8161","3610",55966070401.5611,"Calomys callidus"
"8162","3611",3145753165536.3,"Calomys callosus"
"8163","3612",312459192737.586,"Calomys hummelincki"
"8164","3613",1437875251479.73,"Calomys laucha"
"8165","3614",584231180394.773,"Calomys lepidus"
"8166","3615",2024359620340.79,"Calomys musculinus"
"8167","3616",244104405815.447,"Calomys sorellus"
"8168","3617",1710345462156.86,"Calomys tener"
"8169","3618",185798114988.541,"Calomyscus bailwardi"
"8170","3619",426505706763.687,"Calomyscus baluchi"
"8171","3620",141022255844.495,"Calomyscus hotsoni"
"8172","3621",208682510441.403,"Calomyscus mystax"
"8173","3622",33537362.6152703,"Calomyscus tsolovi"
"8174","3623",4812864644.58343,"Calomyscus urartensis"
"8175","3648",5110003405003.51,"Caluromys lanatus"
"8176","3649",3711568689875.44,"Caluromys philander"
"8180","3650",792215255851.218,"Caluromys derbianus"
"8181","3651",182315307200.925,"Caluromysiops irrupta"
"8182","3744",27116612002793.7,"Canis aureus"
"8184","3745",17098504203572.8,"Canis latrans"
"8185","3746",51561288392789.9,"Canis lupus"
"8200","3747",3120729320.5176,"Canis rufus"
"8201","3748",6913953455.65005,"Canis simensis"
"8203","3753",10714383849019.1,"Canis adustus"
"8204","3755",6453409872627.55,"Canis mesomelas"
"8206","3759",1043856573281.89,"Cannomys badius"
"8207","3760",161030771915.283,"Cansumys canus"
"8208","3786",1403511343708.57,"Capra aegagrus"
"8212","3787",25328489637.4185,"Capra falconeri"
"8243","3794",11887331982.021,"Capra caucasica"
"8244","3795",22359335859.8194,"Capra cylindricornis"
"8245","3796",185006764428.894,"Capra nubiana"
"8248","3797",844923837.794699,"Capra walie"
"8249","3798",53276971713.9784,"Capra pyrenaica"
"8252","3810",14411894276.5708,"Capricornis swinhoei"
"8253","3811",139676399885.37,"Capricornis crispus"
"8254","3812",135078305534.131,"Capricornis sumatraensis"
"8260","3814",2922826639526.27,"Capricornis milneedwardsii"
"8267","3815",86336411614.3106,"Capricornis rubidus"
"8268","3816",491769142730.449,"Capricornis thar"
"8270","3833",114548273108.796,"Caprolagus hispidus"
"8271","3842",111094564634.345,"Capromys pilorides"
"8274","3847",17204940118472.7,"Caracal caracal"
"8275","3858",1986217953723.45,"Cardiocranius paradoxus"
"8276","3859",2246034194456.68,"Cardioderma cor"
"8277","3903",10749190806096.1,"Carollia brevicauda"
"8278","3905",13796363650176.1,"Carollia perspicillata"
"8282","3906",212261468474.092,"Carollia subrufa"
"8283","3916",4215026289.71269,"Carpomys phaeurus"
"8284","3917",2543325817.403,"Carpomys melanurus"
"8285","3921",272978495493.848,"Carterodon sulcidens"
"8286","39250",816225065559.665,"Ovis dalli"
"8291","39255",280362050618.013,"Rupicapra rupicapra"
"8306","39314",192026642016.689,"Pattonomys occasius"
"8308","39315",219443531281.23,"Microtus gerbei"
"8309","39316",3718876798281.27,"Glis glis"
"8311","39426",92492351483.7289,"Galidia elegans"
"8312","39547",44736299539.0341,"Eupleres major"
"8314","39553",7852908639455.17,"Glaucomys sabrinus"
"8315","39591",58397493203.9755,"Myodes rex"
"8321","39593",1366073823972.77,"Anathana ellioti"
"8322","39594",9534749424.86785,"Paraechinus nudiventris"
"8323","39751",3339888990.51906,"Microcebus ravelobensis"
"8324","39758",2048341599647.01,"Nycticebus bengalensis"
"8326","39759",630919625737.838,"Nycticebus coucang"
"8337","39760",749207299192.379,"Nycticebus menagensis"
"8344","39761",64634343127.1522,"Nycticebus javanicus"
"8345","39775",26325601174.2121,"Nomascus concolor"
"8350","39776",94852818303.3979,"Nomascus gabriellae"
"8351","39779",340358932955.321,"Symphalangus syndactylus"
"8353","39792",1509816443895.19,"Macaca leonina"
"8355","39794",2140852623.36304,"Macaca pagensis"
"8358","39795",3863627650.14846,"Macaca siberu"
"8359","39803",39860908889.1355,"Presbytis chrysomelas"
"8362","39826",93885043402.4965,"Pygathrix nemaeus"
"8364","39827",24681134704.0006,"Pygathrix cinerea"
"8365","39828",95056797380.8218,"Pygathrix nigripes"
"8366","39832",566286519703.863,"Semnopithecus entellus"
"8368","39833",1520503508.83821,"Semnopithecus ajax"
"8369","39835",1144737764635.89,"Semnopithecus dussumieri"
"8370","39837",101204436557.78,"Semnopithecus hector"
"8371","39838",13360683235.2995,"Semnopithecus hypoleucos"
"8372","39840",311704253925.25,"Semnopithecus schistaceus"
"8373","39853",248808276408.77,"Trachypithecus francoisi"
"8374","39869",10597022416.5552,"Trachypithecus shortridgei"
"8375","39874",343128430615.98,"Trachypithecus germaini"
"8377","39876",319517871979.653,"Hoolock hoolock"
"8379","39877",281215437981.84,"Hoolock leuconedys"
"8381","39879",199695863779.838,"Hylobates albibarbis"
"8382","39888",525129492425.677,"Hylobates muelleri"
"8385","39895",51340515556.8634,"Nomascus leucogenys"
"8388","39896",26549048419.323,"Nomascus siki"
"8389","39910",36452756089.0043,"Mico chrysoleucos"
"8390","39911",62624125773.1746,"Mico intermedius"
"8391","39912",14838752130.2209,"Mico leucippe"
"8392","39913",31646700294.8169,"Mico nigriceps"
"8393","39914",7000744472.67903,"Mico marcai"
"8394","39915",123964536996.318,"Aotus brumbacki"
"8395","39916",1076628402432.44,"Alouatta guariba"
"8396","39924",27138672858.2819,"Oreonax flavicauda"
"8398","39925",1367081906266.92,"Lagothrix cana"
"8400","39926",167628165560.709,"Lagothrix lugens"
"8402","39927",665990104836.212,"Lagothrix poeppigii"
"8403","39928",23835553421.9629,"Callicebus ornatus"
"8404","39929",129709387098.173,"Callicebus barbarabrownae"
"8405","39930",99867073942.9917,"Callicebus melanochir"
"8406","39943",490584706245.186,"Callicebus nigrifrons"
"8407","39944",15663272083.2461,"Callicebus medemi"
"8408","39945",213424060059.846,"Saguinus nigricollis"
"8412","39947",1725223212056.63,"Saguinus fuscicollis"
"8424","39948",234320971240.853,"Saguinus imperator"
"8426","39949",3355111762171.55,"Sapajus apella"
"8428","39951",3694738939557.2,"Cebus albifrons"
"8435","39953",154691812086.015,"Aotus zonalis"
"8436","39954",38585357510.6214,"Callicebus coimbrai"
"8437","39956",273123320814.269,"Chiropotes satanas"
"8438","39957",866703125217.917,"Alouatta belzebul"
"8439","39960",567394543485.215,"Alouatta palliata"
"8446","39961",165892102469.641,"Ateles hybridus"
"8449","39974",4510238751.08365,"Dicrostonyx unalascensis"
"8450","3999",1707684631546.25,"Casinycteris argynnis"
"8451","39992",1581630217.61812,"Piliocolobus kirkii"
"8454","39994",48938487925.5467,"Gorilla beringei"
"8460","40009",286165690295.217,"Piliocolobus badius"
"8461","40015",5829776597.78458,"Piliocolobus gordonorum"
"8462","40019",190775708471.535,"Cebus kaapori"
"8463","40022",50462660335.9586,"Nycteris madagascariensis"
"8465","40023",186306708727.369,"Rhinolophus beddomei"
"8466","40024",214042273434.696,"Mops leucostigma"
"8469","40025",10567571776.248,"Paratriaenops auritus"
"8470","40026",284154469295.02,"Triaenops rufus"
"8471","40027",2855594876040.74,"Lonchorhina inusitata"
"8472","40028",526740785528.512,"Micronycteris brosseti"
"8473","40029",26697209341.9947,"Micronycteris sanborni"
"8474","4003",15707995553931.2,"Castor canadensis"
"8476","40031",2503211916.05161,"Arielulus aureocollaris"
"8477","40032",35902513602.4334,"Arielulus torquatus"
"8478","40033",33549525918.8288,"Neoromicia matroka"
"8479","40035",732494238309.439,"Myotis gomantongensis"
"8480","40036",186758503222.036,"Tadarida latouchei"
"8484","40037",7650718544.08391,"Rhinolophus convexus"
"8485","4007",3573387132717.53,"Castor fiber"
"8487","4015",304458301718.852,"Catagonus wagneri"
"8488","4037",268234064586.005,"Catopuma badia"
"8489","4038",337441835018.809,"Catopuma temminckii"
"8490","40488",901638005067.997,"Ornithorhynchus anatinus"
"8494","40489",6795565816102.08,"Didelphis albiventris"
"8495","40500",1446047963512.88,"Didelphis aurita"
"8496","40501",9324399945373.27,"Didelphis marsupialis"
"8500","40502",6033226937424.95,"Didelphis virginiana"
"8501","40503",3049187089163.22,"Lutreolina crassicaudata"
"8502","40504",927634962035.046,"Marmosa mexicana"
"8505","40505",6450138446884.32,"Marmosa murina"
"8508","40506",588222399226.173,"Marmosa robinsoni"
"8515","40507",456916318715.009,"Marmosa rubra"
"8516","40508",2087824428197.17,"Marmosops noctivagus"
"8517","40509",10341442398687.7,"Metachirus nudicaudatus"
"8518","40510",7826256977521.31,"Marmosa demerarae"
"8519","40511",1341521100261.63,"Marmosa regina"
"8520","40513",1828323548749.52,"Monodelphis brevicaudata"
"8521","40514",4111650313841.23,"Monodelphis domestica"
"8522","40515",1346166853294.31,"Philander andersoni"
"8523","40516",5893332054245.49,"Philander opossum"
"8524","40517",142691222304.219,"Thylamys elegans"
"8525","40520",565210768077.231,"Thylamys velutinus"
"8526","40521",19664021088.8214,"Caenolestes caniventer"
"8527","40522",22780363275.2667,"Caenolestes convelatus"
"8529","40523",20577833749.2309,"Antechinus bellus"
"8531","40524",1008833389047.61,"Antechinus flavipes"
"8534","40525",76275708595.4306,"Antechinus minimus"
"8542","40526",118336847226.854,"Antechinus stuartii"
"8543","40527",386578707684.164,"Dasykaluta rosamondae"
"8545","40529",2252468864366.19,"Ningaui ridei"
"8546","40530",250377148348.373,"Ningaui timealeyi"
"8547","40531",308584026464.741,"Ningaui yvonneae"
"8548","40533",909605328160.392,"Planigale gilesi"
"8549","40534",617152388032.411,"Planigale ingrami"
"8550","40535",1233506565791.75,"Planigale maculata"
"8555","40536",1617101252596.58,"Planigale tenuirostris"
"8556","40537",895709271515.044,"Pseudantechinus macdonnellensis"
"8557","40538",208494501931.956,"Pseudantechinus ningbing"
"8560","40539",645661157127.833,"Pseudantechinus woolleyae"
"8561","40540",64284134693.2422,"Sarcophilus harrisii"
"8563","40541",4137398350528.23,"Sminthopsis crassicaudata"
"8564","40542",551786746779.553,"Sminthopsis dolichura"
"8566","40543",76619280158.0434,"Sminthopsis gilberti"
"8567","40544",1035098116824.8,"Sminthopsis hirtipes"
"8568","40545",747801204669.227,"Sminthopsis longicaudata"
"8569","40546",4300281356256.56,"Sminthopsis macroura"
"8570","40547",1210760958429.16,"Sminthopsis murina"
"8571","40548",1133609414069.52,"Sminthopsis ooldea"
"8572","40549",362600721583.617,"Sminthopsis virginiae"
"8577","40550",1373342542623.23,"Sminthopsis youngsoni"
"8578","40551",45581566655.5339,"Sminthopsis bindi"
"8579","40552",1220477887717.33,"Isoodon macrourus"
"8593","40553",203133138500.776,"Isoodon obesulus"
"8594","40554",411183136138.469,"Perameles nasuta"
"8595","40555",68217491849.1127,"Lasiorhinus latifrons"
"8597","40556",310427769331.101,"Vombatus ursinus"
"8600","40557",148314195467.946,"Trichosurus caninus"
"8602","40558",566664642591.368,"Aepyprymnus rufescens"
"8603","40559",10503397961.3346,"Hypsiprymnodon moschatus"
"8604","40560",1325767608336.56,"Macropus agilis"
"8623","40561",653118547019.018,"Macropus antilopinus"
"8624","40562",570362344030.967,"Macropus dorsalis"
"8625","40563",1607057794606.39,"Macropus fuliginosus"
"8627","40564",362773542478.705,"Macropus parryi"
"8628","40565",6349650736110.72,"Macropus robustus"
"8639","40566",652547591217.323,"Macropus rufogriseus"
"8644","40567",5360863418120.77,"Macropus rufus"
"8645","40568",951054222261.134,"Onychogalea unguifera"
"8646","40569",208649694349.844,"Petrogale assimilis"
"8649","40570",221775598971.214,"Petrogale brachyotis"
"8656","40571",66448236814.2262,"Thylogale billardierii"
"8660","40573",73431484999.2057,"Thylogale thetis"
"8661","40574",221197585988.035,"Thylogale stigmatica"
"8663","40575",1212921515240.74,"Wallabia bicolor"
"8669","40576",581320314857.962,"Cercartetus concinnus"
"8671","40577",103584915219.904,"Cercartetus lepidus"
"8674","40578",386605427228.65,"Cercartetus nanus"
"8678","40579",633491264568.608,"Petauroides volans"
"8679","40580",198702811309.088,"Petropseudes dahli"
"8681","40581",916201582758.903,"Pseudocheirus peregrinus"
"8687","40582",7454749389.40997,"Pseudochirops coronatus"
"8688","40583",236721361182.006,"Tarsipes rostratus"
"8689","40584",1200801293151.92,"Acrobates pygmaeus"
"8691","40585",2704378250673.11,"Trichosurus vulpecula"
"8702","40586",93169762417.5906,"Microgale cowani"
"8703","40587",148370959217.488,"Microgale dobsoni"
"8704","40589",124191676581.715,"Oryzorictes hova"
"8705","40591",14226215911.2729,"Oryzorictes tetradactylus"
"8706","40592",111004162194.44,"Echinops telfairi"
"8707","40593",122554357556.734,"Hemicentetes semispinosus"
"8708","40594",590831629426.963,"Setifer setosus"
"8709","40595",590834297944.33,"Tenrec ecaudatus"
"8710","40596",9827833898.28269,"Carpitalpa arendsi"
"8712","40597",283372716035.227,"Huetia leucorhina"
"8714","40600",41667588750.4662,"Chrysochloris asiatica"
"8716","40601",106059668054.995,"Chrysochloris stuhlmanni"
"8724","40602",7028364293874.8,"Atelerix albiventris"
"8725","40603",1373927427626.31,"Echinosorex gymnura"
"8730","40604",4254779309088.77,"Erinaceus amurensis"
"8731","40605",1346254768993.88,"Erinaceus concolor"
"8732","40606",3874413073879.53,"Paraechinus aethiopicus"
"8735","40607",8465496907635.46,"Hemiechinus auritus"
"8737","40608",272308565512.868,"Hemiechinus collaris"
"8738","40609",414921361835.245,"Paraechinus micropus"
"8739","40610",2536452008027.24,"Paraechinus hypomelas"
"8740","40611",1634249996437.55,"Hylomys suillus"
"8741","40612",5038641963601.41,"Mesechinus dauuricus"
"8742","40613",17615236566.0627,"Blarinella quadraticauda"
"8743","40614",3308911304756.1,"Chimarrogale himalayica"
"8744","40615",206390276655.915,"Chimarrogale platycephalus"
"8746","40616",840671907230.676,"Chimarrogale styani"
"8747","40617",42683871741.5514,"Crocidura aleksandrisi"
"8748","40618",1146284244.3012,"Crocidura arabica"
"8749","40620",448111900029.851,"Crocidura batesi"
"8750","40621",48806513662.4287,"Crocidura bottegi"
"8751","40622",39405606836.6732,"Crocidura buettikoferi"
"8756","40623",64302221223.1476,"Crocidura pachyura"
"8760","40624",1109826838420.72,"Crocidura crossei"
"8761","40625",2725072425623.61,"Crocidura cyanea"
"8762","40626",1196038152086.38,"Crocidura denti"
"8763","40627",292835790081.61,"Crocidura dsinezumi"
"8765","40628",1488528974780.73,"Crocidura dolichura"
"8766","40629",101866721109.838,"Crocidura douceti"
"8767","40630",128094517900.679,"Crocidura elongata"
"8768","40631",2850808614364.8,"Crocidura fuliginosa"
"8769","40632",4336348884065.18,"Crocidura fulvastra"
"8770","40633",9829229264435.21,"Crocidura fuscomurina"
"8771","40636",134277932628.742,"Pseudantechinus bilarni"
"8772","40637",179858765036.463,"Ailurops ursinus"
"8784","40638",459129800742.832,"Pseudochirulus canescens"
"8787","40639",47168025719.9552,"Pseudochirulus forbesi"
"8788","40640",84923680450.0043,"Pseudochirulus mayeri"
"8789","40641",10303008632.0801,"Pseudochirulus schlegeli"
"8790","40642",1763215525908.69,"Alouatta macconnelli"
"8791","40643",20189922608.934,"Leontopithecus chrysomelas"
"8792","40644",10128755709.1964,"Saguinus bicolor"
"8793","40647",7827026799005.58,"Papio anubis"
"8795","40649",4398205566523.89,"Galagoides demidoff"
"8797","4065",684399015741.43,"Cavia fulgida"
"8798","40650",521553377378.991,"Galagoides granti"
"8800","40651",19017640565.9509,"Galagoides orinus"
"8803","40652",126803792.898619,"Galagoides rondoensis"
"8804","40653",4501161112667.24,"Galagoides thomasi"
"8805","4066",104006011263.065,"Cavia magna"
"8806","4068",809999734050.126,"Cavia tschudii"
"8807","4074",466598841037.477,"Sapajus xanthosternos"
"8808","40765",637017476.048329,"Nesoryzomys narboroughi"
"8809","40766",307030575.554856,"Nilopegamys plumbeus"
"8810","40767",28952255.4980965,"Dryomys niethammeri"
"8811","40768",7868378076.77522,"Geoxus annectens"
"8812","40775",2630004939.90608,"Arielulus cuprosus"
"8813","40776",12278049895.5463,"Arielulus societatis"
"8814","40789",18902384777.0107,"Trachypithecus hatinhensis"
"8815","40800",1241700265.68781,"Ochotona hoffmanni"
"8816","4092",4484591381.5542,"Chrotomys silaceus"
"8817","41013",2314214441944.38,"Equus quagga"
"8818","41023",237946382526.718,"Mazama bororo"
"8820","41024",3504383667.79638,"Piliocolobus epieni"
"8821","41026",3806924810.95895,"Piliocolobus preussi"
"8823","4112",5647629782532.07,"Centronycteris maximiliani"
"8824","41209",24821830430.1093,"Nesolagus timminsi"
"8825","41210",445512405.030987,"Praomys degraaffi"
"8826","41211",3123226688.51316,"Praomys obscurus"
"8827","41212",3840518973726.47,"Lemniscomys zebra"
